stock_code,corp_name,revenue,operating_profit,net_income,cash_survival_years,inventory_months,cash_flow_match,cash_to_revenue,cash_to_op_profit_x3,happy_debt_growth,sga_ratio,sga_ratio_change,current_ratio,quick_ratio,debt_ratio,cash_months,revenue_growth,gross_margin,operating_margin,net_margin,roa,roe,inventory_turnover,receivable_turnover,debt_growth,revenue_minus_debt_growth,current_assets,cash,short_term_financial,receivables,inventory,total_assets,current_liabilities,total_liabilities,total_equity,advances,cogs,gross_profit,sga,operating_cash_flow,market
0001A0,덕양에너젠,143195229364.0,6680358069.0,4516046395.0,,0.0525753210311041,1.7199959242225633,28.378440797564892,202.76644340654332,,4.289066402057151,,49.83901910249608,48.7756760358829,-6667.805980783788,79.39753262095593,,8.954276338638653,4.665209936581501,3.1537687498794265,4.479943311630503,-516.2260467902458,250.6915875828572,10.127137998856014,,,26772249973.0,10818201762.0,29818371628.0,14139752947.0,571200776.0,100805882594.0,53717449611.0,58331270476.0,-874819553.0,2520000.0,130373132823.0,12822096541.0,6141738472.0,7767581393.0,KOSDAQ
000210,DL,5326721292281.0,298546039560.0,-88007769786.0,13.262895003057793,2.5495181013623376,-5.850773032154609,21.912875596034183,130.32471327206196,,,,120.84175627057749,83.80977406643272,,,-5.140307474965885,21.144957180999487,5.604686695221426,-1.6521940037210667,,,5.968891360338218,7.50116654659706,,,2912100568004.0,1148320161495.0,18917648630.0,710119054042.0,892413845505.0,,2409846279860.0,,,,4200388355877.0,1126332936404.0,,514913486084.0,KOSPI
000220,유유제약,140884666972.0,11019185739.0,8154030103.0,,5.827305887949614,1.947188296761185,20.648686334178322,88.00055244565955,,30.465993176198854,0.4185726455189638,164.40759557804446,92.78381245779306,47.44367730703779,8.133141584358981,5.811198312258253,38.28741617121506,7.821422995016198,5.787734235564872,3.934902325953672,5.801764687826258,3.336873170831676,6.831894047042878,-8.1857502287199,13.996948540978153,96914475809.0,29090832976.0,,20621611811.0,42220563911.0,207223189486.0,58947687586.0,66679224990.0,140543964496.0,,86943568207.0,53941098765.0,42921913026.0,15877431988.0,KOSPI
000230,일동홀딩스,,14925169646.0,10925563420.0,,3.375978513598554,2.458890065643864,,202.64078098282988,,,,76.53810946979654,44.07204589141989,1084.389250767366,6.2311398159963485,,,,,1.3608280958755252,25.908682682939915,,,-23.875634006445864,,242569583814.0,76613313507.0,14120127494.0,58865275710.0,102893572690.0,802861393964.0,316926542208.0,457281586880.0,42169505697.0,,365737775672.0,,174735493692.0,26864759355.0,KOSPI
000240,한국앤컴퍼니,1457551700261.0,411626236474.0,0.0,,2.8729955428966303,,6.282497884678992,7.415356183431227,,8.870775002756147,0.7449866938948944,235.2661629076619,150.02630325196117,10.009149596991758,8.498690880190766,4.784772126864374,37.11171056615957,28.240935563403426,0.0,0.0,0.0,6.6416580477629426,5.853218756221182,-29.991450897000927,34.7762230238653,605709241694.0,87970654737.0,3600000000.0,249017123905.0,219455998755.0,5259624597652.0,257457015581.0,478545372042.0,4781079225610.0,,916629331908.0,540922368353.0,129296131879.0,235742608281.0,KOSPI
000250,삼천당제약,231805277738.0,8466512950.0,5261822741.0,,5.156854865071884,1.8612365281120746,54.9010903154849,501.0469900204507,,43.53197841036811,-2.465891584851164,226.85033819165164,177.48221392788858,1685.0763695508197,15.134002814558684,9.900007855121919,47.18440299388832,3.6524245835202045,2.2699322432801647,0.9375496251576625,44.86265818413851,4.405895011010382,4.19170331412354,16.00658487775847,-6.106577022636552,241758626803.0,95943976392.0,31319648495.0,55300974417.0,52612528705.0,561231384431.0,106571860871.0,197638158783.0,11728736000.0,,122429341329.0,109375936409.0,100909423459.0,9793496690.0,KOSDAQ
000270,기아,114140919000000.0,9078148000000.0,0.0,,1.9206477520363276,,18.976524098250867,79.53156304567848,79.99982379475613,11.766095032054192,0.501532368729821,156.54876755970014,104.86778433630278,2421.3366866369784,19.3537693311707,6.228240789618478,19.7195512329807,7.953456200926505,0.0,0.0,0.0,7.782582483357483,32.13586005387654,2.364926556047564,3.8633142335709136,44425929000000.0,13998106000000.0,7661873000000.0,3551824000000.0,14666201000000.0,98979055000000.0,28378332000000.0,37788591000000.0,1560650000000.0,817228000000.0,91632842000000.0,22508077000000.0,13429929000000.0,9054140000000.0,KOSPI
000300,DH오토넥스,40170942353.0,3227554944.0,4164368888.0,,0.6784465621867102,1.4481254848429748,16.401510965569756,68.04574597300281,,13.519225624027273,-16.41791564279127,188.11186913308612,170.29540781606005,27.474114812514,14.558387962476099,24.059521412443814,21.553776856701962,8.034551232674689,10.366619860210974,8.129200812594144,5.981960001995901,22.547248996946546,8.81483759642438,-52.06416008126139,76.1236814937052,18811057387.0,6588641515.0,,4557195968.0,1781633864.0,51227285240.0,9999931144.0,19126231020.0,69615458589.0,,31512587077.0,8658355276.0,5430800332.0,6030528715.0,KOSPI
000320,노루홀딩스,1239267844107.0,64507992759.0,,,2.04308860938647,,15.33109467969022,98.17559984378452,,18.973696555197485,0.12046931346350576,183.38426384555063,138.7393016838366,595.2208139159059,9.696220007581323,-0.689959687599166,24.179027514582106,5.20533095938462,,,,7.746485157651963,5.567541818366962,5.610740045991919,-6.300699733591085,657128184876.0,189993326515.0,,222587972311.0,159978082819.0,1279356692133.0,358334009198.0,467432298583.0,78530906120.0,,939624931101.0,299642913006.0,235134920247.0,80058435615.0,KOSPI
000370,한화손해보험,,429592532000.0,299017018000.0,,,,,22.780461881958413,0.720573449320749,,,,,-12712.014117545918,,,,,,1.4591296056563272,-213.72247488919928,,,5.356156588238303,,,293589489000.0,,,,20492834690000.0,,17785254247000.0,-139909019000.0,15502374763000.0,,,,,KOSPI
000390,SP삼화,617067546154.0,9549499585.0,7675344916.0,,2.3216706410100754,,11.715721189776813,252.34799867962576,,21.007652331086653,4.309740141816977,150.08630306840416,105.80742100506288,882.5312929401749,6.692259185443669,-1.7952962892818811,22.555213800575565,1.54756146948891,1.243841936565642,1.236910733823198,24.184911588917434,6.67403456283887,4.23997135103393,-3.32176697123217,1.526470681950289,313392549309.0,70103202803.0,2190710457.0,145535781982.0,92457948838.0,620525370677.0,208808227601.0,280080911091.0,31736088378.0,,477886641825.0,139180904329.0,129631404744.0,,KOSPI
000430,대원강업,1599072177000.0,47006630000.0,36422853000.0,,1.3941282808321953,3.0535933579942243,1.5713992377218382,17.81862686178524,,,,94.69535335728658,68.82225797761436,426.3557983677908,,16.926708178610262,10.100327760252188,2.939619028841373,2.2777491550339195,2.513139157223583,21.595430707878936,9.574594731506592,5.312941563719503,15.733406502713832,1.1933016758964303,611262771000.0,23085653000.0,2042155000.0,300976805000.0,167011996000.0,1449297103000.0,645504504000.0,719091681000.0,168659998000.0,,1437560646000.0,161511531000.0,,111220582000.0,KOSPI
000440,중앙에너비스,49592330053.0,-1743958445.0,-1115438841.0,3.7513839568726297,0.3594587943241628,-0.46035379182210134,8.437674472096859,-79.97972247173202,,21.391266741576022,-0.0726083316956867,801.4453276351782,696.9192334532041,10.777532793568877,4.733337903190602,-0.43886122181054854,17.874677698197324,-3.5165890433787,-2.249216440945435,-2.0282676313510604,-4.024131459416887,40.64948481543035,49.674382645322986,-23.709255281916576,23.270394060106028,9354242983.0,18119373.0,4166320000.0,998348191.0,1219998981.0,54994657695.0,1167171691.0,2987397109.0,27718747567.0,,40727860893.0,8864469160.0,10608427605.0,513496500.0,KOSDAQ
000480,시알홀딩스,827752427000.0,27823631000.0,-27409333000.0,3.700828947570523,2.396948204907464,-1.1834452155402686,12.254540088470197,121.52410182073888,,12.35009583366646,-0.33845303212349265,103.9461112399821,76.13761745567857,500.7630550772632,11.907153032834827,2.08685919170273,15.711442788678164,3.361346955011707,-3.3112959993773594,-1.751184249597196,-18.13170469750318,5.93955593376617,7.428976207062618,-9.405929504463103,11.492788696165833,520927478000.0,101437253000.0,,111422140000.0,139362679000.0,1565188415000.0,501151483000.0,756993430000.0,151167987000.0,,697700578000.0,130051849000.0,102228218000.0,32437444000.0,KOSPI
000490,대동,1484722098136.0,31224606429.0,-16843721401.0,3.0361658116100063,7.836869729537178,3.3677348938241325,3.4444379269497185,54.59404927359167,,,,99.62784788576671,34.99867281884612,-2101.907761910819,,,22.734711098310925,2.1030606649016037,-1.1344696372571348,-0.7403830631673981,21.740291076162773,1.9817742702825287,5.413128457668726,6.339425905727603,,1154896654542.0,59970187645.0,-8829856587.0,274281704147.0,749188300807.0,2275000906820.0,1159210681602.0,1628494698079.0,-77476981987.0,,1147174818512.0,337547279624.0,,-56725188304.0,KOSPI
0004V0,엔비알모션,63094455574.0,-3928308472.0,-12248659118.0,1.0521885916525022,2.808483221856165,-0.563968792702261,20.426358021085537,-109.35919347866665,,7.49768923745084,,99.40643419183083,62.48617576731306,142.29505845707732,32.69224536923648,,1.2716136872898536,-6.226075550160988,-19.413209935117397,-14.191868581695491,-33.57320763309578,4.327801904510812,5.677595142320234,,,39253066213.0,12887899387.0,,11112883887.0,14578868665.0,86307585555.0,39487450216.0,51914124032.0,36483434207.0,,62292137841.0,802317733.0,4730626205.0,6907861495.0,KOSDAQ
000500,가온전선,2545698074000.0,79191591000.0,0.0,,-0.193035476019255,,7.807001271274874,83.65479149589675,-1774.1281969259169,4.961876048463397,0.8151499526681514,130.20440297775465,135.25972671273504,3659.61250487412,18.880764924450446,47.39694573518597,8.072676650027587,3.1108006015641902,0.0,0.0,0.0,-67.62378889652514,-339.65928026921927,51.76008068157402,-4.363134946388044,969580990000.0,197448756000.0,1293925000.0,-7494858000.0,-37645008000.0,1377927912000.0,744660678000.0,894139107000.0,24432617000.0,-31924118000.0,2340192100000.0,205505974000.0,126314383000.0,,KOSPI
