stock_code,corp_name,revenue,operating_profit,net_income,cash_survival_years,inventory_months,cash_flow_match,cash_to_revenue,cash_to_op_profit_x3,happy_debt_growth,sga_ratio,sga_ratio_change,current_ratio,quick_ratio,debt_ratio,cash_months,revenue_growth,gross_margin,operating_margin,net_margin,roa,roe,inventory_turnover,receivable_turnover,debt_growth,revenue_minus_debt_growth,current_price,low_52w,high_52w,pct_from_low,range_position,bottom_dwell_ratio,market
001340,PKC,245228124294.0,9748351104.0,3600645965.0,,,7.397477031319296,11.62391801065431,97.4698722648716,,19.60586635297946,2.28864840234883,45.20984992849256,,435.54729735841244,7.114555083491843,5.01290744721451,23.581083768218857,3.975217415239396,1.468284266075144,0.7755071189747682,6.2513639823848095,,8.907271043710832,17.635642310510566,-12.622734863296056,4955.0,4950.0,8200.0,0.1,0.15,15.0,KOSPI
001380,SG글로벌,99434870010.0,6154463640.0,6316098065.0,,1.5016293425361102,1.4753778375668714,16.828063311509528,90.62778853300692,,7.570725071841425,,137.61655957266666,100.09937229060401,61.78482414341748,26.673371152942597,,13.760167104984381,6.1894420331429565,6.351995094240884,3.1599184872966717,7.777366022729574,9.266390406580948,,-12.271724280876045,,1351.0,1126.0,3989.0,19.98,7.86,37.5,KOSPI
001390,KG케미칼,8863142439982.0,318801578803.0,61855875898.0,,1.7155097343663963,6.102638941294263,4.9977736097051775,46.31509830442446,33.069568298502155,7.958167403529086,-0.9260181022120788,97.25110435283281,65.80560864613359,460.99050057131274,7.53606707115343,-0.7826501430100608,11.555103602645925,3.596936199116839,0.6979000542625333,0.7579496157282997,6.50066999699611,7.908885384093195,10.819662199104938,4.893459026821718,-5.676109169831779,4030.0,3820.0,7400.0,5.5,5.87,29.17,KOSPI
001430,세아베스틸지주,3636063257694.0,52332166350.0,20236627791.0,,0.50822539599927,,7.248358475950916,167.8731060404496,,,,150.60061288795657,138.0203359206555,5949.975777125007,,-10.956776802813344,7.096252490657701,1.4392534629111262,0.5565532378508211,0.5288344733645831,67.07038922300538,25.415089908021578,94.14155555923159,10.400136921151873,-21.356913723965217,32450.0,23050.0,92500.0,40.78,13.53,18.33,KOSPI
001440,대한전선,3291299375000.0,115169757000.0,0.0,,,,18.370583988580496,174.99701650552814,,4.503280319190046,0.558904426016575,192.99013471245047,,116.46135795664358,48.952539535139415,15.728639481028814,8.00249883072396,3.499218511533914,0.0,0.0,0.0,,,23.92081844636964,-8.192178965340826,27450.0,14740.0,75900.0,86.23,20.78,27.5,KOSPI
001450,현대해상,,1244069529604.0,0.0,,,,,38.79652033885659,,,,,,-64681.218152625675,,,,,,0.0,-0.0,,,15.112872223303487,,37100.0,25150.0,44250.0,47.51,62.57,15.83,KOSPI
001460,BYC,165207568941.0,23832906913.0,18404839494.0,,,1.5332970716316099,31.515995386745526,72.8220159295793,,28.353457934320513,1.5636583891926605,256.1724001279783,,4298.046953187134,13.33847693346648,-1.8966306665741097,42.77949607880248,14.426038144481964,11.14043358423418,2.6428509831276545,538.1532015789473,,,-2.487211372898382,0.5905807063242721,31800.0,31150.0,71500.0,2.09,1.61,33.33,KOSPI
001470,삼부토건,462425746422.0,-112577744269.0,-127706950624.0,0.1333241509785155,,-0.7297408040959535,3.6819794091789273,-5.0413815141875205,,14.447419057854944,7.039209090258174,77.77059139644174,,255.55936901993638,3.0582454023941934,-19.574730407115535,-9.897623392758073,-24.345042450613015,-27.616747469648313,-42.52199642416536,-111.51587458752125,,3.9665617310346515,-28.898515432314237,9.323785025198703,,,,,,,KOSPI
001500,현대차증권,,54691000000.0,36150000000.0,,,,,,,,,,,820.9770408457141,,,,,,0.3014510678622641,2.7762951243956855,,,3.710379307554919,,7800.0,7310.0,14880.0,6.7,6.47,27.5,KOSPI
001510,SK증권,,-107876388585.0,-82546404429.0,,,,,,,,,,,7890.721979675929,,,,,,-1.3511607981492864,-117.36009394543021,,,-4.340620036110806,,2140.0,1219.0,6190.0,75.55,18.53,24.17,KOSPI
001520,동양,750408346536.0,-920616899.0,0.0,,1.3461426539022483,,8.429273167201568,-2290.274759157265,,10.151334692323484,1.572973079325413,71.60281705909235,57.7071274303783,509.706778158265,9.964332875647393,-13.380474214107352,10.02865256821736,-0.12268212410612286,0.0,0.0,0.0,9.90799858500265,5.057026062628015,96.17695513993692,-109.55742935404427,1005.0,971.0,2660.0,3.5,2.01,38.33,KOSPI
001530,디아이동일,651725598894.0,7810548526.0,,,2.4352430991821037,,13.177198372250501,366.5093632588573,,9.015121167513941,0.8108819485909766,95.09408001976537,59.93089862296511,78.18196853990223,17.540128139022208,-4.561106987280294,10.213562434705956,1.1984412671920146,,,,5.488177944950289,6.8467986168968675,21.42343399041917,-25.984540977699464,23200.0,14981.0,41953.0,54.86,30.47,25.83,KOSPI
001560,제일연마,81974461738.0,5753862882.0,5993875383.0,,4.91019402147799,1.1343516393890967,35.68376441005671,169.4604963824023,,16.847212003830773,,492.261616293278,311.83321907248865,1447.1130227871572,25.416975391733292,,23.866303999079268,7.019091995248497,7.311881354167508,5.16303485409915,514.567503099883,3.210004780802036,,56.1551646279174,,8370.0,8320.0,12900.0,0.6,1.09,28.33,KOSPI
001570,금양,153730068660.0,-56002221720.0,-140110721569.0,0.14242416802609023,2.353082425004093,0.14520529557033818,12.980644011246875,-11.877596006084548,483.4331905959917,48.075213652870815,15.634800945050237,14.80971630036648,11.045486604442308,131.08792132267985,3.2400839496978673,1.1176122948066167,11.646281949302551,-36.42893170356826,-91.14073960304962,-11.147023949003751,-24.090874083226428,5.771906349492914,5.535717632042551,66.85138791442394,-65.73377561961732,,,,,,,KOSPI
001620,케이비아이동국실업,668399686056.0,-6326628228.0,25660357954.0,,0.9083076064505166,2.5192392971635473,4.247285335891304,-149.57331050030947,,10.668126390775392,1.3826912479720672,80.48984803581905,70.09643259840745,-6584.99606353992,4.77754220035925,2.9227983570294267,9.72159269843761,-0.946533692337782,3.839073908818401,3.3551239952047367,-313.5622018206578,14.634045678816104,,26.443523141475296,-23.520724784445868,2100.0,2085.0,4820.0,0.72,0.55,42.5,KOSPI
001630,종근당홀딩스,957752613068.0,35486435048.0,0.0,,5.5585190131780235,,4.487267676600811,40.36934429533252,,42.71346671835756,,87.34140096532438,40.03940041747071,510.28190134637833,1.260661244713885,,46.418644293840764,3.7051775754832086,0.0,0.0,0.0,4.029103768469441,7.729821335288752,2.1357851807106027,,37500.0,36400.0,59300.0,3.02,4.8,27.5,KOSPI
